mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__l1_ratio,param_clf__class_weight,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.6963629245758056,0.18104390057567946,0.01823568344116211,0.0038186420101510585,1.0,balanced,0.06951927961775606,"{'clf__l1_ratio': 1, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.06951927961775606)}",0.8607076823192333,0.8544009169602484,0.8279691781789419,0.8407915925078395,0.8621634601802411,0.8492065660293008,0.013030552448921933,4
1.8857800483703613,0.44793297403670307,0.008937931060791016,0.005355179674339186,1.0,,0.06951927961775606,"{'clf__l1_ratio': 1, 'clf__class_weight': None, 'clf__C': np.float64(0.06951927961775606)}",0.8594726962216482,0.8549634692600329,0.8247485662626775,0.8396544904935447,0.8593701443625167,0.8476418733200839,0.013557494397735986,23
0.2158510208129883,0.05346030337207371,0.0226409912109375,0.00729215190755587,0.5,,0.001,"{'clf__l1_ratio': 0.5, 'clf__class_weight': None, 'clf__C': np.float64(0.001)}",0.8236210498087537,0.823430654881196,0.7896679097098624,0.8094506596604232,0.8293887900104527,0.8151118128141375,0.014317005173155877,28
2.320918607711792,0.5524510541519958,0.013461065292358399,0.0026443657747903734,0.5,balanced,0.23357214690901212,"{'clf__l1_ratio': 0.5, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.23357214690901212)}",0.8624260772607303,0.8527308398202644,0.8292757860835664,0.8413883944967089,0.8614713111280616,0.8494584817578662,0.012614614088238808,3
0.5201000213623047,0.16587215269747588,0.010854673385620118,0.005826992965796353,1.0,balanced,0.011288378916846888,"{'clf__l1_ratio': 1, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.011288378916846888)}",0.8535235917629956,0.845871217714772,0.815482244257988,0.8338842274769047,0.8525369381586009,0.8402596438742522,0.014231791844255071,27
7.017098474502563,1.3388001888604737,0.010249137878417969,0.0053269347095008975,0.5,,0.42813323987193913,"{'clf__l1_ratio': 0.5, 'clf__class_weight': None, 'clf__C': np.float64(0.42813323987193913)}",0.8611981482265599,0.8534727056656048,0.8277855467977513,0.8412047631155182,0.8588722208096733,0.8485066769230215,0.012456825954531082,13
3.3177001953125,0.5845561066286632,0.012745428085327148,0.006486105479244494,0.5,balanced,1.438449888287663,"{'clf__l1_ratio': 0.5, 'clf__class_weight': 'balanced', 'clf__C': np.float64(1.438449888287663)}",0.8623978490070712,0.8523757286810258,0.8286083566403933,0.8409610983981692,0.8611534875836936,0.8490993040620707,0.01279842891902566,6
0.26610302925109863,0.0663764549987133,0.018793296813964844,0.006606810293475834,0.5,,0.0018329807108324356,"{'clf__l1_ratio': 0.5, 'clf__class_weight': None, 'clf__C': np.float64(0.0018329807108324356)}",0.8236210498087537,0.823430654881196,0.7896679097098624,0.8094506596604232,0.8293887900104527,0.8151118128141375,0.014317005173155877,28
1.5702733039855956,0.295663065823096,0.018204259872436523,0.005134173889075559,0.5,,0.0379269019073225,"{'clf__l1_ratio': 0.5, 'clf__class_weight': None, 'clf__C': np.float64(0.0379269019073225)}",0.8615227731436395,0.8539051677460641,0.8245755289996328,0.8407244964262508,0.8595573071164223,0.8480570546864019,0.013805290761872969,22
3.987311601638794,0.655515352269789,0.014688253402709961,0.0015448320232996048,1.0,,29.763514416313193,"{'clf__l1_ratio': 1, 'clf__class_weight': None, 'clf__C': np.float64(29.763514416313193)}",0.8604712706948384,0.8531843976119654,0.8273017487357687,0.8411694493883662,0.8590064129728507,0.8482266558807579,0.012476929594141008,20
